OBJECTID;CITY;CITY_ID;CITY_TYPE;CITY_NAME;CITY_LABEL;COLOR_CODE;ABBR;CITY_NO;DESCRIPTN;URL;PHONE;OF_AREA_SM;FEAT_TYPE;COMMENT;COLOR_EGIS;POPULATION;Shape__Area;Shape__Length
47213;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,01706E+14;1,5221E+14
47214;;;City;Long Beach;Long Beach;2;;48;LB;www.longbeach.gov;5625706555;50309;Land;;Purple - RGB 185,185,250;;1,94461E+14;2,06946E+14
47215;;;City;Carson;Carson;4;;15;CAR;ci.carson.ca.us;3108307600;1924;Land;;Green - RGB 203,255,112;;7,1274E+14;4,6937E+14
47216;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;7,4251E+12;4,25381E+14
47217;;;City;Paramount;Paramount;5;;60;PAR;www.paramountcity.com;5622202000;4664;Land;;Orange - RGB 230,190,112;;1,81676E+14;2,49859E+14
47219;;;City;Rolling Hills;Rolling Hills;2;;66;RLHS;www.rolling-hills.org;3103771521;2985;Land;;Pink - RGB 255,190,232;;1,12346E+14;1,76837E+14
47220;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,96699E+11;6,54665E+14
47221;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;62438953125;3,42794E+14
47222;;;City;Rancho Palos Verdes;Rancho Palos Verdes;3;;64;ROPV;www.palosverdes.com/rpv;3103770360;13435;Land;;Purple - RGB 185,185,250;;5,07297E+14;7,49036E+14
47223;;;City;Palos Verdes Estates;Palos Verdes Estates;2;;59;PVE;www.pvestates.org;3103780383;4767;Land;;Pink - RGB 255,190,232;;1,7968E+13;2,59951E+14
47224;;;City;Redondo Beach;Redondo Beach;2;;65;RBCH;www.redondo.org;3103721171;6349;Land;;Pink - RGB 255,190,232;;2,33911E+14;3,81497E+13
47225;;;City;Compton;Compton;3;;19;CPT;www.comptoncity.org;3106055500;10111;Land;;Pink - RGB 255,190,232;;3,80553E+14;6,54688E+14
47226;;;City;Vernon;Vernon;2;;83;VER;www.cityofvernon.org;3235838811;5096;Land;;Pink - RGB 255,190,232;;1,94619E+14;3,12501E+14
47227;;;City;Santa Monica;Santa Monica;2;;75;SMON;www.smgov.net;3104588411;8147;Land;;Pink - RGB 255,190,232;;3,21569E+14;2,42551E+14
47228;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,16839E+12;1,59548E+14
47229;;;City;South El Monte;South El Monte;3;;78;SEL;www.ci.south-el-monte.ca.us;6265796540;2808;Land;;Purple - RGB 185,185,250;;1,07791E+13;2,28324E+14
47230;;;City;West Covina;West Covina;2;;85;WCOV;www.westcovina.org;6269398400;1615;Land;;Pink - RGB 255,190,232;;6,07821E+12;7,53209E+14
47231;;;City;El Monte;El Monte;2;;26;ELM;www.ci.el-monte.ca.us;6265802001;957;Land;;Pink - RGB 255,190,232;;3,63842E+14;3,93499E+14
47232;;;City;La Puente;La Puente;3;;42;LAPNT;www.lapuente.org;6268551500;3449;Land;;Purple - RGB 185,185,250;;1,31356E+14;3,20104E+14
47233;;;City;Pomona;Pomona;2;;63;POM;www.ci.pomona.ca.us;9096202311;22975;Land;;Pink - RGB 255,190,232;;8,69894E+14;6,01093E+14
47234;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,36101E+13;1,04115E+14
47235;;;City;Montebello;Montebello;2;;55;MTB;www.cityofmontebello.com;3238871200;8372;Land;;Pink - RGB 255,190,232;;3,16287E+13;3,66016E+14
47236;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;3,17172E+13;1,11924E+14
47237;;;City;Rosemead;Rosemead;5;;68;RSMD;www.cityofrosemead.org;6265692100;4965;Land;;Orange - RGB 230,190,112;;1,95748E+12;3,47979E+14
47238;;;City;Industry;City of Industry;4;;36;IND;www.cityofindustry.org;6263332211;11948;Land;;Green - RGB 203,255,112;;4,55056E+14;1,34902E+14
47239;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;7,08021E+14;2,15274E+14
47240;;;City;Baldwin Park;Baldwin Park;3;;7;BPK;www.baldwinpark.com;6269604011;6774;Land;;Purple - RGB 185,185,250;;2,56498E+14;3,22539E+14
47241;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,3452E+11;3,4621E+14
47242;;;City;Pico Rivera;Pico Rivera;5;;62;PCORI;www.ci.pico-rivera.ca.us;5629422000;8667;Land;;Orange - RGB 230,190,112;;3,36397E+14;3,51043E+14
47243;;;City;Walnut;Walnut;5;;84;WAL;www.ci.walnut.ca.us;9095957543;8611;Land;;Orange - RGB 230,190,112;;3,39515E+14;3,37512E+14
47244;;;City;Whittier;Whittier;2;;88;WHIT;www.cityofwhittier.org;5625679999;14396;Land;;Pink - RGB 255,190,232;;5,53424E+14;6,00841E+14
47245;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;3,41053E+14;1,7964E+14
47246;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;8,69277E+12;6,81712E+14
47247;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;9,69898E+12;5,13845E+14
47248;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,81672E+13;3,4664E+14
47249;;;City;Westlake Village;Westlake Village;3;;87;WLV;www.wlv.org;8187061613;5435;Land;;Purple - RGB 185,185,250;;2,08538E+14;2,37633E+14
47250;;;City;Agoura Hills;Agoura Hills;2;;1;AGH;www.ci.agoura-hills.ca.us;8185977300;8054;Land;;Pink - RGB 255,190,232;;2,96408E+14;2,96269E+14
47251;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,68408E+13;2,11225E+14
47252;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,07364E+14;1,95096E+14
47253;;;City;Santa Clarita;Santa Clarita;2;;73;SCLR;www.santa-clarita.com;6612592489;52317;Land;;Pink - RGB 255,190,232;;3,21446E+13;3,50916E+14
47254;;;City;Santa Clarita;Santa Clarita;2;;73;SCLR;www.santa-clarita.com;6612592489;52317;Land;;Pink - RGB 255,190,232;;270059423;1,30383E+14
47255;;;City;Santa Clarita;Santa Clarita;2;;73;SCLR;www.santa-clarita.com;6612592489;52317;Land;;Pink - RGB 255,190,232;;4946484375;4,77748E+13
47256;;;City;Santa Clarita;Santa Clarita;2;;73;SCLR;www.santa-clarita.com;6612592489;52317;Land;;Pink - RGB 255,190,232;;3,60792E+11;1,01296E+14
47257;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,69972E+13;9,04048E+14
47258;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;7,128E+13;5,4651E+14
47259;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,77986E+13;3,82237E+14
47260;;;City;Palmdale;Palmdale;4;;58;PMDLE;www.cityofpalmdale.org;6612675100;104636;Land;;Green - RGB 203,255,112;;4,07234E+14;2,53016E+14
47261;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,44549E+14;2,63475E+14
47262;;;City;Lancaster;Lancaster;3;;45;LANC;www.cityoflancasterca.org;6617236000;94177;Land;;Purple - RGB 185,185,250;;3,63039E+14;2,51927E+14
47263;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,20604E+14;2,48291E+14
47264;;;City;Temple City;Temple City;6;;81;TCTY;http://www.ci.temple-city.ca.us;6262852171;3854;Land;;Brown - RGB 215,194,158;;1,5245E+12;2,22953E+14
47265;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,23993E+13;1,57585E+14
47266;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,09146E+12;7,51955E+14
47267;;;City;San Marino;San Marino;3;;72;SMAR;www.ci.san-marino.ca.us;6263000700;3752;Land;;Purple - RGB 185,185,250;;1,42713E+14;2,08799E+14
47268;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,17174E+14;2,80181E+14
47269;;;City;Bradbury;Bradbury;3;;12;BRAD;www.cityofbradbury.org;6263583218;1996;Land;;Purple - RGB 185,185,250;;7,45382E+11;1,43729E+14
47270;;;City;Azusa;Azusa;2;;6;AZUSA;www.ci.azusa.ca.us;6268125200;9607;Land;;Pink - RGB 255,190,232;;3,66131E+14;5,85751E+14
47271;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,11834E+13;1,5046E+14
47272;;;City;Sierra Madre;Sierra Madre;4;;76;SMAD;cityofsierramadre.com/;6263557135;2932;Land;;Green - RGB 203,255,112;;1,12172E+14;1,47989E+14
47273;;;City;Arcadia;Arcadia;3;;3;ARC;www.ci.arcadia.ca.us;6265745400;11368;Land;;Purple - RGB 185,185,250;;4,21E+14;4,87385E+14
47274;;;City;Glendora;Glendora;4;;29;GLNDR;www.ci.glendora.ca.us;6269148200;19525;Land;;Green - RGB 203,255,112;;7,44891E+13;6,10623E+13
47275;;;City;Monrovia;Monrovia;2;;54;MON;www.cityofmonrovia.org;6269325550;13686;Land;;Pink - RGB 255,190,232;;5,21367E+14;5,31274E+14
47276;;;City;Duarte;Duarte;5;;25;DUAR;www.accessduarte.com;6263577931;6576;Land;;Orange - RGB 230,190,112;;2,54069E+14;4,12224E+14
47277;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,59946E+14;1,10898E+14
47278;;;City;South Pasadena;South Pasadena;4;;80;SPAS;www.ci.south-pasadena.ca.us;6264037200;3468;Land;;Green - RGB 203,255,112;;1,29349E+14;1,6017E+14
47279;;;City;Calabasas;Calabasas;4;;14;CLBAS;www.cityofcalabasas.com;8182241600;13636;Land;;Green - RGB 203,255,112;;5,21509E+14;5,49421E+14
47280;;;City;Burbank;Burbank;2;;13;BRB;www.burbankca.gov;8182385850;17138;Land;;Pink - RGB 255,190,232;;6,58166E+13;3,76836E+14
47281;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;7,35516E+13;1,79205E+14
47282;;;City;La Canada Flintridge;La Cañada Flintridge;4;;39;LACFL;www.lacanadaflintridge.com;8187908880;861;Land;;Green - RGB 203,255,112;;3,28284E+14;3,40579E+14
47283;;;City;Glendale;Glendale;3;;30;GLN;www.ci.glendale.ca.us;8185484000;30489;Land;;Purple - RGB 185,185,250;;1,16111E+13;7,02996E+14
47284;;;City;San Fernando;San Fernando;2;;70;SFER;www.ci.san-fernando.ca.us;8188981200;2368;Land;;Pink - RGB 255,190,232;;9,02059E+14;1,35036E+12
47285;;;City;Hidden Hills;Hidden Hills;3;;34;HDNH;www.hiddenhillscity.org;8188889281;1711;Land;;Purple - RGB 185,185,250;;640038725;1,57705E+14
47286;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;9,14739E+11;4,19361E+14
47287;;;City;West Hollywood;West Hollywood;3;;86;WD;www.weho.org;3238486400;1981;Land;;Pink - RGB 255,190,232;;7,1741E+13;2,1003E+14
47288;;;City;Alhambra;Alhambra;2;;2;ALH;www.cityofalhambra.org;6265705007;7626;Land;;Pink - RGB 255,190,232;;2,88896E+14;2,54457E+14
47289;;;City;Beverly Hills;Beverly Hills;2;;11;BVH;www.beverlyhills.org;3102851000;5705;Land;;Purple - RGB 185,185,250;;2,16252E+14;3,2045E+14
47290;;;City;Bell;Bell;5;;8;BELL;www.cityofbell.org;3235886211;2613;Land;;Orange - RGB 230,190,112;;9,89193E+14;2,40804E+14
47291;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;662469625;3,68393E+14
47292;;;City;Manhattan Beach;Manhattan Beach;4;;52;MBCH;www.ci.manhattan-beach.ca.us;3108025000;3874;Land;;Green - RGB 203,255,112;;1,4797E+14;1,75695E+14
47293;;;City;Culver City;Culver City;3;;22;CC;www.culvercity.org;3102535851;5019;Land;;Purple - RGB 185,185,250;;1,94017E+13;4,30283E+13
47294;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,81661E+13;3,00862E+14
47295;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;6,74017E+13;4,43881E+14
47296;;;City;Covina;Covina;3;;20;COV;www.ci.covina.ca.us;6263845400;7001;Land;;Purple - RGB 185,185,250;;2,66572E+12;6,8605E+14
47297;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,37164E+11;4,56351E+14
47298;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;3,83301E+12;1,28948E+14
47299;;;City;San Gabriel;San Gabriel;4;;71;SGAB;www.sangabrielcity.com;6263082800;4106;Land;;Green - RGB 203,255,112;;1,56498E+14;3,55979E+14
47300;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,81847E+11;2,63757E+13
47301;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,42712E+13;2,99005E+14
47302;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;79866609375;1,23219E+14
47303;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;39497665625;2,73986E+14
47304;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,04704E+14;9,85006E+14
47305;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,04404E+14;3,06048E+14
47306;;;City;El Segundo;El Segundo;2;;27;ELS;www.elsegundo.org;3105242300;543;Land;;Pink - RGB 255,190,232;;2,05104E+12;2,11536E+14
47307;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,20074E+14;2,02549E+14
47308;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;9,32912E+14;2,13542E+14
47309;;;City;Lawndale;Lawndale;5;;46;LDL;www.lawndalecity.org;3109733200;1931;Land;;Orange - RGB 230,190,112;;7,41502E+14;1,35724E+14
47310;;;City;Gardena;Gardena;2;;28;GAR;www.ci.gardena.ca.us;3102179500;5926;Land;;Pink - RGB 255,190,232;;2,20683E+14;2,42597E+14
47311;;;City;Hermosa Beach;Hermosa Beach;3;;33;HRBCH;www.hermosabch.org;3103180239;136;Land;;Purple - RGB 185,185,250;;5,46646E+14;1,05111E+14
47312;;;City;Torrance;Torrance;3;;82;TOR;www.torranceca.gov;3103285310;19938;Land;;Purple - RGB 185,185,250;;7,7357E+14;5,14844E+14
47313;;;City;Rolling Hills Estates;Rolling Hills Estates;4;;67;RHE;www.ci.rolling-hills-estates.ca.us;3103771577;3444;Land;;Green - RGB 203,255,112;;1,35144E+14;4,50447E+14
47314;;;City;Lomita;Lomita;5;;47;LOM;www.lomita.com;3103257110;1893;Land;;Orange - RGB 230,190,112;;7,21172E+14;1,65033E+14
47316;;;City;La Mirada;La Mirada;3;;41;LAMIR;www.cityoflamirada.org;5629430131;7778;Land;;Purple - RGB 185,185,250;;2,95819E+14;2,93491E+14
47317;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,95292E+12;9,92006E+14
47318;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;5,62134E+12;3,43282E+14
47319;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;2,43167E+11;3,68394E+14
47320;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;9,51752E+14;2,34079E+14
47321;;;City;Downey;Downey;3;;24;DNY;www.downeyca.org;5629047274;12698;Land;;Purple - RGB 185,185,250;;4,74104E+12;3,32788E+14
47322;;;City;Santa Fe Springs;Santa Fe Springs;4;;74;SFSPS;www.santafesprings.org;5628680511;8721;Land;;Green - RGB 203,255,112;;3,34807E+14;5,79321E+14
47323;;;City;Commerce;Commerce;6;;18;CMRC;www.ci.commerce.ca.us;3237224805;6547;Land;;Brown - RGB 215,194,158;;2,47569E+14;3,43374E+14
47324;;;City;Monterey Park;Monterey Park;3;;56;MPK;www.ci.monterey-park.ca.us;6263071458;7729;Land;;Purple - RGB 185,185,250;;2,92647E+14;2,93519E+14
47325;;;City;Artesia;Artesia;4;;4;ART;www.cityofartesia.us;5628656262;1614;Land;;Green - RGB 203,255,112;;6,10634E+14;1,50494E+13
47326;;;City;Bellflower;Bellflower;4;;10;BLF;www.bellflower.org;5628041424;6145;Land;;Green - RGB 203,255,112;;2,32953E+11;2,18067E+14
47327;;;City;Cerritos;Cerritos;5;;16;CERR;www.cerritos.us;5628600311;8792;Land;;Orange - RGB 230,190,112;;3,33385E+14;4,40497E+14
47328;;;City;La Habra Heights;La Habra Heights;3;;40;LAHHT;www.la-habra-heights.org;5626946302;6394;Land;;Purple - RGB 185,185,250;;2,32475E+11;2,56965E+13
47329;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;6,15726E+12;1,33729E+14
47332;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;3,36678E+12;3,38152E+14
47333;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;38012265625;2,79721E+14
47336;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,93431E+11;2,21619E+14
47337;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;18333696875;1,95233E+13
47338;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;7,90174E+12;5,18455E+13
47340;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4909901875;3,925E+14
47341;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;3845815625;9,95448E+14
47342;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;9,56375E+13;3,91395E+14
47343;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;9,20242E+11;5,44252E+14
47344;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,41742E+12;8,91413E+14
47345;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;44851046875;1,15754E+14
47346;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1475175;6,66066E+14
47347;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;7,50927E+13;3,50486E+14
47348;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;7,18304E+12;2,70736E+14
47349;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,30689E+13;9,79165E+14
47358;;;City;Los Angeles;Los Angeles;9;;49;LA;http://www.lacity.org;2134733231;468852;Land;;Gray - RGB 178,178,178;;1593515625;5,23013E+14
47359;;;City;Los Angeles;Los Angeles;9;;49;LA;http://www.lacity.org;2134733231;468852;Land;;Gray - RGB 178,178,178;;1,20769E+14;3,90698E+14
47360;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,41087E+13;4,4646E+14
47361;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,33047E+12;2,18194E+14
47363;;;City;Hawaiian Gardens;Hawaiian Gardens;6;;31;HG;www.hgcity.org;5624202641;959;Land;;Brown - RGB 215,194,158;;3,59601E+12;9,46977E+14
47364;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;14862546875;6,0373E+14
47365;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;6009734375;3,0145E+14
47366;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;8,54229E+12;2,10655E+14
47367;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;5,56456E+11;3,98321E+14
47380;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;1,00033E+11;5,69469E+14
47384;;;Unincorporated;Unincorporated;CO;1;;0;UNINC;www.lacounty.gov;2139744321;0;Land;;Yellow - RGB 255,255,115;;4,81342E+13;3,03048E+14
